logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,区画線数,対象の区画線ID,対象の区画線の親区画線のID,MMS測位誤差[mm],レーザー測位誤差[mm],道路構成地物ID,区画線種別,区画線付加属性フラグ,始点側線幅[cm],終点側線幅[cm]
1372596,0x3adc0,False,292,949791,957799,7,6,1.748801386482515e+18,-1,668.0,198.0,3221291776.0,1,0,20,20
1372596,0x3adc0,False,292,949791,957799,7,6,1.748801386482515e+18,-1,676.0,198.0,3221291520.0,2,0,15,15
1372596,0x3adc0,False,292,949791,957799,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1372596,0x3adc0,False,292,949791,957799,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1372596,0x3adc0,False,292,949791,957799,7,6,1.748801386482515e+18,-1,628.0,206.0,3221291520.0,2,0,15,15
1372596,0x3adc0,False,292,949791,957799,7,6,1.748801386482515e+18,-1,640.0,212.0,3221291776.0,1,0,20,20
1468748,0x3ae0f,False,285,957799,965839,7,6,1.748801386482515e+18,-1,620.0,197.0,3221291776.0,1,0,20,20
1468748,0x3ae0f,False,285,957799,965839,7,6,1.748801386482515e+18,-1,622.0,197.0,3221291520.0,2,0,15,15
1468748,0x3ae0f,False,285,957799,965839,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1468748,0x3ae0f,False,285,957799,965839,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1468748,0x3ae0f,False,285,957799,965839,7,6,1.748801386482515e+18,-1,469.0,202.0,3221291520.0,2,0,15,15
1468748,0x3ae0f,False,285,957799,965839,7,6,1.748801386482515e+18,-1,592.0,210.0,3221291776.0,1,0,20,20
1473766,0x3ae1a,False,292,957799,965839,7,6,1.748801386482515e+18,-1,620.0,197.0,3221291776.0,1,0,20,20
1473766,0x3ae1a,False,292,957799,965839,7,6,1.748801386482515e+18,-1,622.0,197.0,3221291520.0,2,0,15,15
1473766,0x3ae1a,False,292,957799,965839,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1473766,0x3ae1a,False,292,957799,965839,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1473766,0x3ae1a,False,292,957799,965839,7,6,1.748801386482515e+18,-1,469.0,202.0,3221291520.0,2,0,15,15
1473766,0x3ae1a,False,292,957799,965839,7,6,1.748801386482515e+18,-1,592.0,210.0,3221291776.0,1,0,20,20
1602029,0x3ae99,False,285,965839,973836,7,6,1.748801386482515e+18,-1,666.0,196.0,3221291776.0,1,0,20,20
1602029,0x3ae99,False,285,965839,973836,7,6,1.748801386482515e+18,-1,597.0,201.0,3221291520.0,2,0,15,15
1602029,0x3ae99,False,285,965839,973836,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1602029,0x3ae99,False,285,965839,973836,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1602029,0x3ae99,False,285,965839,973836,7,6,1.748801386482515e+18,-1,568.0,200.0,3221291520.0,2,0,15,15
1602029,0x3ae99,False,285,965839,973836,7,6,1.748801386482515e+18,-1,684.0,207.0,3221291776.0,1,0,20,20
1604984,0x3aea4,False,292,965839,973836,7,6,1.748801386482515e+18,-1,666.0,196.0,3221291776.0,1,0,20,20
1604984,0x3aea4,False,292,965839,973836,7,6,1.748801386482515e+18,-1,597.0,201.0,3221291520.0,2,0,15,15
1604984,0x3aea4,False,292,965839,973836,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1604984,0x3aea4,False,292,965839,973836,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
1604984,0x3aea4,False,292,965839,973836,7,6,1.748801386482515e+18,-1,568.0,200.0,3221291520.0,2,0,15,15
1604984,0x3aea4,False,292,965839,973836,7,6,1.748801386482515e+18,-1,684.0,207.0,3221291776.0,1,0,20,20
1701640,0x3aeed,False,285,973836,976743,7,6,1.748801386482515e+18,-1,979.0,197.0,3221291776.0,1,0,20,20
1701640,0x3aeed,False,285,973836,976743,7,6,1.748801386482515e+18,-1,928.0,200.0,3221291520.0,2,0,15,15
1701640,0x3aeed,False,285,973836,976743,7,6,1.7488013870193859e+18,-1,4294967295.0,4294967295.0,4294967295.0,-1,0,0,0
