logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,レーン形状情報数,Lane ID,Type,形状要素点数,緯度[deg],経度[deg],高さ[cm],形状インデックス
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632843,0,14,36.2351823309984,139.574764999462,6204,0
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632843,0,14,36.23523161658906,139.57477773995484,6204,1
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632843,0,14,36.23528257856036,139.57479048044766,6201,2
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632843,0,14,36.23532717028524,139.57480154455985,6198,3
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632843,0,14,36.235370756181744,139.57481260867203,6195,4
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632843,0,14,36.23541233042148,139.57482300223197,6192,5
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632843,0,14,36.235459604355384,139.5748347368964,6190,6
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632843,0,14,36.23551224270731,139.57484814794148,6185,7
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632843,0,14,36.235555828603815,139.57485887677754,6182,8
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632843,0,14,36.23559203842552,139.5748682645091,6180,9
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632843,0,14,36.2356403181878,139.57488033444966,6175,10
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632843,0,14,36.23565674671802,139.57488435776318,8388607,11
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632843,0,14,36.235683904084304,139.57489139856187,6171,12
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632843,0,14,36.23571642586862,139.5748991099128,6168,13
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632829,0,14,36.23517763713262,139.57480556787337,6210,0
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632829,0,14,36.23522658744716,139.57481797309006,6207,1
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632829,0,14,36.23527620831395,139.57483071358288,6203,2
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632829,0,14,36.2353204647627,139.57484177769507,6199,3
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632829,0,14,36.235364721211454,139.57485284180726,6195,4
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632829,0,14,36.235405624898945,139.57486290009106,6192,5
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632829,0,14,36.23545323410897,139.57487497003163,6188,6
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632829,0,14,36.2355058724609,139.57488804580058,6183,7
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632829,0,14,36.23554878780514,139.57489843936054,6180,8
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632829,0,14,36.235585332902986,139.57490816236822,6176,9
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632829,0,14,36.235634283217514,139.5749205675849,6172,10
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632829,0,14,36.23565674671802,139.57492593200294,8388607,11
206181,0x3fc74,False,285,2387488,2393487,7,3,5130010000000632829,0,14,36.23567719856177,139.57493129642097,6168,12
