logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,勾配情報のレーン数,形状インデックス,縦断勾配値[%],横断勾配値[%],精度情報
1868531,0x3b027,False,285,987360,995152,7,3,2,-0.14,2.7,65535
1868531,0x3b027,False,285,987360,995152,7,3,3,-0.13,2.8000000000000003,65535
1868531,0x3b027,False,285,987360,995152,7,3,4,-0.03,3.0700000000000003,65535
1868531,0x3b027,False,285,987360,995152,7,3,5,0.13,3.13,65535
1868531,0x3b027,False,285,987360,995152,7,3,6,0.19,3.36,65535
1868531,0x3b027,False,285,987360,995152,7,3,7,0.02,3.24,65535
1868531,0x3b027,False,285,987360,995152,7,3,8,-0.24,2.89,65535
1868531,0x3b027,False,285,987360,995152,7,3,9,-0.59,2.97,65535
1868531,0x3b027,False,285,987360,995152,7,3,10,-0.79,2.64,65535
1868531,0x3b027,False,285,987360,995152,7,3,11,-0.73,2.52,65535
1868531,0x3b027,False,285,987360,995152,7,3,12,-0.64,2.48,65535
1868531,0x3b027,False,285,987360,995152,7,3,13,-0.5700000000000001,2.3000000000000003,65535
1868531,0x3b027,False,285,987360,995152,7,3,14,-0.51,2.31,65535
1868531,0x3b027,False,285,987360,995152,7,3,15,-0.47000000000000003,2.32,65535
1868531,0x3b027,False,285,987360,995152,7,3,16,-0.42,2.29,65535
1904847,0x3b040,False,292,987360,995152,7,3,0,-0.03,2.27,65535
1904847,0x3b040,False,292,987360,995152,7,3,1,-0.07,2.02,65535
1904847,0x3b040,False,292,987360,995152,7,3,2,-0.13,1.9000000000000001,65535
1904847,0x3b040,False,292,987360,995152,7,3,3,-0.18,1.84,65535
1904847,0x3b040,False,292,987360,995152,7,3,4,-0.14,1.79,65535
1904847,0x3b040,False,292,987360,995152,7,3,5,-0.01,1.8800000000000001,65535
1904847,0x3b040,False,292,987360,995152,7,3,6,0.04,1.73,65535
1904847,0x3b040,False,292,987360,995152,7,3,7,-0.11,1.55,65535
1904847,0x3b040,False,292,987360,995152,7,3,8,-0.31,1.6600000000000001,65535
1904847,0x3b040,False,292,987360,995152,7,3,9,-0.46,1.55,65535
1904847,0x3b040,False,292,987360,995152,7,3,10,-0.54,1.53,65535
1904847,0x3b040,False,292,987360,995152,7,3,11,-0.55,1.25,65535
1904847,0x3b040,False,292,987360,995152,7,3,12,-0.48,1.03,65535
1904847,0x3b040,False,292,987360,995152,7,3,13,-0.38,1.03,65535
1904847,0x3b040,False,292,987360,995152,7,3,14,-0.33,1.1300000000000001,65535
1904847,0x3b040,False,292,987360,995152,7,3,15,-0.37,1.79,65535
1904847,0x3b040,False,292,987360,995152,7,3,16,-0.36,1.46,65535
1904847,0x3b040,False,292,987360,995152,7,3,0,-0.06,2.18,65535
1904847,0x3b040,False,292,987360,995152,7,3,1,-0.15,2.09,65535
1904847,0x3b040,False,292,987360,995152,7,3,2,-0.18,2.02,65535
1904847,0x3b040,False,292,987360,995152,7,3,3,-0.18,2.06,65535
1904847,0x3b040,False,292,987360,995152,7,3,4,-0.11,2.1,65535
1904847,0x3b040,False,292,987360,995152,7,3,5,0.03,2.24,65535
1904847,0x3b040,False,292,987360,995152,7,3,6,0.06,2.41,65535
1904847,0x3b040,False,292,987360,995152,7,3,7,-0.05,2.7,65535
1904847,0x3b040,False,292,987360,995152,7,3,8,-0.26,3.02,65535
1904847,0x3b040,False,292,987360,995152,7,3,9,-0.5,2.75,65535
1904847,0x3b040,False,292,987360,995152,7,3,10,-0.63,2.5100000000000002,65535
1904847,0x3b040,False,292,987360,995152,7,3,11,-0.65,2.5100000000000002,65535
1904847,0x3b040,False,292,987360,995152,7,3,12,-0.58,2.46,65535
1904847,0x3b040,False,292,987360,995152,7,3,13,-0.47000000000000003,2.22,65535
1904847,0x3b040,False,292,987360,995152,7,3,14,-0.43,1.77,65535
1904847,0x3b040,False,292,987360,995152,7,3,15,-0.42,0.98,65535
1904847,0x3b040,False,292,987360,995152,7,3,16,-0.38,1.25,65535
1904847,0x3b040,False,292,987360,995152,7,3,0,-0.09,2.3000000000000003,65535
1904847,0x3b040,False,292,987360,995152,7,3,1,-0.09,2.62,65535
1904847,0x3b040,False,292,987360,995152,7,3,2,-0.14,2.7,65535
1904847,0x3b040,False,292,987360,995152,7,3,3,-0.13,2.8000000000000003,65535
1904847,0x3b040,False,292,987360,995152,7,3,4,-0.03,3.0700000000000003,65535
1904847,0x3b040,False,292,987360,995152,7,3,5,0.13,3.13,65535
1904847,0x3b040,False,292,987360,995152,7,3,6,0.19,3.36,65535
1904847,0x3b040,False,292,987360,995152,7,3,7,0.02,3.24,65535
1904847,0x3b040,False,292,987360,995152,7,3,8,-0.24,2.89,65535
1904847,0x3b040,False,292,987360,995152,7,3,9,-0.59,2.97,65535
1904847,0x3b040,False,292,987360,995152,7,3,10,-0.79,2.64,65535
1904847,0x3b040,False,292,987360,995152,7,3,11,-0.73,2.52,65535
1904847,0x3b040,False,292,987360,995152,7,3,12,-0.64,2.48,65535
1904847,0x3b040,False,292,987360,995152,7,3,13,-0.5700000000000001,2.3000000000000003,65535
1904847,0x3b040,False,292,987360,995152,7,3,14,-0.51,2.31,65535
1904847,0x3b040,False,292,987360,995152,7,3,15,-0.47000000000000003,2.32,65535
1904847,0x3b040,False,292,987360,995152,7,3,16,-0.42,2.29,65535
