logTime,Instance ID,Is Retransmission,Path Id,Offset[cm],End Offset[cm],Lane Number,線形状情報数,ライン型地物ID,3D地物属性オプションフラグ,Type,形状要素点数,緯度[deg],経度[deg],高さ[m]
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.244882875179144,139.57928183944412,58.55
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.24491975555311,139.5793136906762,58.54
1637275,0x403d6,False,285,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.244951271509045,139.57934051276635,58.54
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.24440845945953,139.5787376862901,58.9
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.24444567510962,139.57876819641766,58.9
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.24448356131196,139.57879870654523,58.89
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.2445214475143,139.57882921667277,58.88
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.244558998440525,139.57886039735257,58.87
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.244597219918994,139.57889124275624,58.87
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.24463477084521,139.57892242343607,58.86
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.2446719864953,139.57895360411587,58.85
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.24470987269765,139.5789841142434,58.87
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.24474675307161,139.57901596547546,58.88
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.2447839687217,139.57904781670754,58.88
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.244821519647914,139.57907899738734,58.89
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.24485907057414,139.57911185444777,58.89
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.24489662150035,139.57914404095595,58.9
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.24493417242657,139.57917589218803,58.9
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.24497138807666,139.5792080786962,58.89
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,4,0,17,36.245006592069984,139.579239259376,58.88
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,20,0,9,36.24439035454867,139.57877188445505,58.77
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,20,0,9,36.24445841560244,139.578827205016,58.76
1706887,0x4040b,False,292,2496506,2504496,7,6,1.748801386482529e+18,20,0,9,36.24454189935805,139.57889526606976,58.74
